name,player_id,season,team.x,games,mpg,fg.,X3pt.,ft.,orb,drb,trb,ast,stl,blk,tov,pt,prod_pts
Raul Neto,13360,2018,UTA,37,12.78,0.46,0.333,0.848,0.16,1.51,1.68,2.51,0.38,0.11,0.95,5.3,11.11
Raul Neto,13360,2017,UTA,41,12.15,0.457,0.404,0.743,0.17,1.02,1.2,1.83,0.32,0.1,0.88,4.46,8.59
Raul Neto,13360,2016,UTA,40,8.63,0.446,0.323,0.889,0.1,0.65,0.75,0.85,0.53,0.13,0.38,2.5,5.6
Raul Neto,13360,2015,UTA,81,18.49,0.431,0.395,0.743,0.21,1.27,1.48,2.14,0.77,0.02,1.35,5.88,11.09
Grayson Allen,26987,2020,MEM,20,24.2,0.419,0.423,0.892,0.35,2.5,2.85,2.25,1.1,0.15,1,10.05,18.35
Grayson Allen,26987,2019,MEM,38,18.89,0.466,0.404,0.867,0.21,2.03,2.24,1.37,0.26,0.05,0.87,8.68,13.18
Grayson Allen,26987,2018,UTA,40,10.45,0.376,0.323,0.75,0.08,0.5,0.58,0.63,0.15,0.15,0.83,5.28,6.68
Tony Bradley,23623,2020,PHI,10,117,0.528,0,0.6,2.1,2.9,5,0.6,0.3,0.6,0.1,4.1,12.7
Tony Bradley,23623,2019,UTA,58,663,0.667,1,0.652,1.93,2.69,4.62,0.4,0.24,0.57,0.52,4.91,12.16
Tony Bradley,23623,2018,UTA,3,35,0.5,0,0.5,3,2,5,0.33,0.67,0.67,1,5.67,13.83
Tony Bradley,23623,2017,UTA,9,29,0.273,0,1,0.44,0.78,1.22,0.11,0,0,0,0.89,2.52
Georges Niang,20256,2020,UTA,30,13,0.387,0.319,1,0.33,1.9,2.23,0.73,0.37,0.1,0.7,4.7,8.71
Georges Niang,20256,2019,UTA,66,13.98,0.438,0.4,0.833,0.23,1.7,1.92,0.67,0.27,0.08,0.45,5.94,9.49
Georges Niang,20256,2018,UTA,59,8.75,0.475,0.41,0.833,0.19,1.29,1.47,0.59,0.17,0.1,0.39,3.98,6.79
Georges Niang,20256,2017,UTA,9,3.44,0.364,0,0.5,0.33,0.67,1,0.33,0.22,0,0.33,1,2.81
Georges Niang,20256,2016,IND,23,4,0.25,0.083,1,0.09,0.65,0.74,0.22,0.13,0,0.22,0.91,2.17
Royce O'Neale,24240,2020,UTA,30,32.7,0.451,0.425,0.846,1.17,5.67,6.83,2.3,0.77,0.63,1.1,7.63,20.98
Royce O'Neale,24240,2019,UTA,71,28.86,0.433,0.377,0.764,0.38,5.1,5.48,2.54,0.83,0.45,0.86,6.34,18.42
Royce O'Neale,24240,2018,UTA,82,20.38,0.475,0.386,0.762,0.27,3.21,3.48,1.51,0.66,0.29,0.85,5.2,12.68
Royce O'Neale,24240,2017,UTA,71,16.82,0.423,0.356,0.803,0.35,2.97,3.32,1.34,0.51,0.23,0.77,4.83,11.52
Bradley Beal,10811,2020,WAS,25,35.24,0.478,0.333,0.893,1.44,3.8,5.24,4.6,1.36,0.48,3.2,32.92,46.59
Bradley Beal,10811,2019,WAS,57,36.02,0.455,0.353,0.842,0.91,3.33,4.25,6.09,1.25,0.4,3.4,30.54,44.66
Bradley Beal,10811,2018,WAS,82,36.91,0.475,0.351,0.808,1.09,3.93,5.01,5.46,1.48,0.71,2.73,25.6,41.44
Bradley Beal,10811,2017,WAS,82,36.3,0.46,0.375,0.791,0.74,3.68,4.43,4.55,1.18,0.44,2.61,22.65,35.42
Bradley Beal,10811,2016,WAS,78,34.41,0.482,0.404,0.825,0.68,2.4,3.08,3.44,1.1,0.27,2,22.81,32.4
Bradley Beal,10811,2015,WAS,55,31.05,0.449,0.387,0.767,0.75,2.69,3.44,2.93,0.98,0.2,2.04,17.42,26.26
Bradley Beal,10811,2014,WAS,63,33.44,0.427,0.409,0.783,0.9,2.92,3.83,3.08,1.21,0.29,1.95,15.27,25.51
Bradley Beal,10811,2013,WAS,72,34.65,0.42,0.404,0.788,0.72,3.01,3.74,3.36,0.97,0.25,1.75,17.1,27.32
Bradley Beal,10811,2012,WAS,56,31.14,0.41,0.386,0.786,0.77,3,3.77,2.45,0.89,0.52,1.61,13.93,23.33
Jabari Parker,15354,2020,SAC,2,12,0.571,0,0,0.5,2.5,3,0.5,0,0.5,1.5,4,7.85
Jabari Parker,15354,2019,SAC,38,24.13,0.51,0.269,0.753,1.61,4.03,5.63,1.79,1.18,0.42,1.68,13.97,24.94
Jabari Parker,15354,2018,WAS,64,26.94,0.493,0.313,0.712,1.23,5.34,6.58,2.38,0.72,0.47,2.36,14.53,26
Jabari Parker,15354,2017,MIL,31,23.94,0.482,0.383,0.741,1.35,3.52,4.87,1.9,0.81,0.32,1.45,12.61,22.12
Jabari Parker,15354,2016,MIL,51,33.86,0.49,0.365,0.743,1.55,4.61,6.16,2.78,1,0.43,1.82,20.1,32.7
Jabari Parker,15354,2015,MIL,76,31.67,0.493,0.257,0.768,1.63,3.58,5.21,1.7,0.91,0.38,1.53,14.08,23.93
Jabari Parker,15354,2014,MIL,25,29.52,0.49,0.25,0.697,2,3.52,5.52,1.68,1.24,0.2,1.88,12.32,22.46
John Wall,6882,2020,HOU,19,31.11,0.441,0.351,0.744,0.53,3.16,3.68,6.26,1,0.68,3.47,20.42,34.13
John Wall,6882,2019,WAS,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
John Wall,6882,2018,WAS,32,34.47,0.444,0.302,0.697,0.47,3.16,3.63,8.72,1.53,0.91,3.78,20.72,39.24
John Wall,6882,2017,WAS,41,34.37,0.42,0.371,0.726,0.54,3.12,3.66,9.59,1.39,1.1,3.88,19.44,39.3
John Wall,6882,2016,WAS,78,36.35,0.451,0.327,0.801,0.73,3.49,4.22,10.65,2.04,0.64,4.14,23.14,45.4
John Wall,6882,2015,WAS,77,36.14,0.424,0.352,0.791,0.55,4.36,4.91,10.26,1.88,0.77,4.13,19.88,42.33
John Wall,6882,2014,WAS,79,35.9,0.445,0.3,0.785,0.46,4.18,4.63,10.03,1.75,0.57,3.85,17.56,38.94
John Wall,6882,2013,WAS,81,36.31,0.433,0.346,0.805,0.47,3.62,4.09,8.73,1.83,0.48,3.6,19.25,38.26
John Wall,6882,2012,WAS,49,32.69,0.441,0.267,0.804,0.71,3.29,4,7.61,1.31,0.76,3.2,18.49,35.63
John Wall,6882,2011,WAS,67,35.78,0.419,0.068,0.796,0.7,3.72,4.42,7.87,1.42,0.87,3.88,16.1,33.89
John Wall,6882,2010,WAS,42,37.36,0.406,0.322,0.756,0.38,3.9,4.29,9.05,1.64,0.38,3.83,15.62,34.55
Ian Mahinmi,2708,2019,WAS,38,807,0.495,0.192,0.619,2.05,3.68,5.74,1.29,0.82,1.16,1.18,7.45,19.03
Ian Mahinmi,2708,2018,WAS,34,497,0.452,0.188,0.689,1.41,2.35,3.76,0.74,0.74,0.47,0.62,4.09,11.5
Ian Mahinmi,2708,2017,WAS,77,1145,0.556,0,0.703,1.75,2.3,4.05,0.69,0.49,0.55,1.31,4.75,11.41
Ian Mahinmi,2708,2016,WAS,31,554,0.591,0,0.573,1.52,3.32,4.84,0.65,1.1,0.77,1.13,5.58,14.97
Ian Mahinmi,2708,2015,IND,71,1815,0.589,0,0.587,1.94,5.2,7.14,1.46,0.92,1.06,1.41,9.3,22.6
Ian Mahinmi,2708,2014,IND,61,1145,0.552,0,0.304,1.72,4.11,5.84,0.54,0.49,0.75,0.97,4.34,13.68
Ian Mahinmi,2708,2013,IND,76,1231,0.487,0,0.61,1.39,1.97,3.37,0.32,0.54,0.95,0.76,3.53,10.25
Ian Mahinmi,2708,2012,IND,80,1322,0.453,0,0.608,1.44,2.45,3.89,0.34,0.49,0.83,1.15,5.03,11.67
Ian Mahinmi,2708,2011,DAL,62,1168,0.538,0,0.644,1.76,3.05,4.81,0.23,0.66,0.53,0.82,5.87,13.54
Ian Mahinmi,2708,2010,DAL,34,251,0.6,0,0.842,0.79,1.15,1.94,0.09,0.15,0.24,0.44,3.53,6.31
Trevor Ariza,2513,2020,OKC,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Trevor Ariza,2513,2019,POR,53,28.15,0.438,0.372,0.838,0.64,4,4.64,1.72,1.3,0.28,1.06,7.98,18.24
Trevor Ariza,2513,2018,WAS,69,34.03,0.399,0.334,0.793,0.72,4.65,5.38,3.65,1.32,0.3,1.54,12.51,26.15
Trevor Ariza,2513,2017,HOU,67,33.87,0.412,0.368,0.854,0.49,3.9,4.39,1.57,1.46,0.19,0.81,11.67,21.8
Trevor Ariza,2513,2016,HOU,80,34.65,0.409,0.343,0.738,0.68,5.05,5.73,2.19,1.84,0.25,0.93,11.69,25.09
Trevor Ariza,2513,2015,HOU,81,35.28,0.416,0.372,0.783,0.83,3.69,4.52,2.32,1.99,0.32,1.4,12.65,24.78
Trevor Ariza,2513,2014,HOU,82,35.73,0.402,0.35,0.853,0.94,4.66,5.6,2.55,1.85,0.21,1.72,12.78,25.72
Trevor Ariza,2513,2013,WAS,76,35.39,0.454,0.404,0.772,1.29,4.84,6.13,2.49,1.64,0.25,1.74,14.37,27.51
Trevor Ariza,2513,2012,WAS,56,26.25,0.417,0.364,0.821,0.79,3.96,4.75,2.02,1.29,0.36,1.5,9.46,19.98
Trevor Ariza,2513,2011,NO,42,32.83,0.417,0.333,0.769,1,4.14,5.14,3.33,1.74,0.6,1.88,10.83,24.79
Trevor Ariza,2513,2010,NO,56,35.02,0.395,0.299,0.706,0.82,4.73,5.55,2.18,1.63,0.41,1.63,11.21,23.59
Trevor Ariza,2513,2009,HOU,16,38.75,0.388,0.36,0.732,1.06,4.44,5.5,3.75,2.13,0.56,2.56,18.31,33.35
Trevor Ariza,2513,2008,LAL,80,24.49,0.463,0.323,0.706,1.38,2.99,4.36,1.81,1.69,0.29,1.08,8.91,19.74
Dwight Howard,2640,2020,PHI,31,505,0.559,0.375,0.522,2.71,4.97,7.68,0.65,0.39,0.84,1.74,5.87,16.76
Dwight Howard,2640,2019,LAL,69,1305,0.729,0.6,0.514,2.49,4.86,7.35,0.65,0.45,1.14,1.22,7.49,19.26
Dwight Howard,2640,2018,WAS,9,229,0.623,0,0.604,2.67,6.56,9.22,0.44,0.78,0.44,1.78,12.78,25.18
Dwight Howard,2640,2017,CHA,81,2463,0.555,0.143,0.574,3.14,9.36,12.49,1.3,0.58,1.62,2.57,16.63,35.39
Dwight Howard,2640,2016,ATL,74,2198,0.632,0,0.533,4.01,8.7,12.72,1.39,0.91,1.24,2.31,13.54,32.87
Dwight Howard,2640,2015,HOU,71,2279,0.619,0,0.489,3.35,8.41,11.76,1.38,0.97,1.59,2.34,13.75,32.72
Dwight Howard,2640,2014,HOU,41,1222,0.593,0.5,0.528,2.68,7.83,10.51,1.22,0.68,1.29,2.8,15.76,31.35
Dwight Howard,2640,2013,HOU,71,2396,0.591,0.286,0.547,3.25,8.94,12.2,1.85,0.85,1.8,3.23,18.27,37.74
Dwight Howard,2640,2012,LAL,75,2681,0.574,0.167,0.494,3.31,9.08,12.39,1.44,1.12,2.43,2.97,16.87,38.01
Dwight Howard,2640,2011,ORL,56,2127,0.571,0,0.486,3.64,10.64,14.29,1.93,1.48,2.14,3.21,20.23,44.3
Dwight Howard,2640,2010,ORL,55,2018,0.589,0,0.596,3.89,9.89,13.78,1.16,1.33,2.25,3.35,23.2,45.3
Dwight Howard,2640,2009,ORL,15,480,0.657,0,0.56,3.67,8.07,11.73,1.33,0.93,1.87,2.93,17.33,36.08
Dwight Howard,2640,2008,ORL,79,2821,0.572,0,0.594,4.25,9.58,13.84,1.42,0.97,2.92,3.04,20.56,44.05
Tomas Satoransky,10857,2020,CHI,18,19.94,0.531,0.444,0.923,0.33,2.28,2.61,4.67,0.56,0.22,1.44,6.78,17.02
Tomas Satoransky,10857,2019,CHI,65,28.88,0.43,0.322,0.876,1.17,2.74,3.91,5.45,1.23,0.11,2,9.91,23.44
Tomas Satoransky,10857,2018,WAS,80,27.04,0.485,0.395,0.819,1.03,2.46,3.49,4.99,1.03,0.16,1.5,8.86,21.4
Tomas Satoransky,10857,2017,WAS,73,22.49,0.523,0.465,0.781,0.99,2.19,3.18,3.92,0.7,0.21,1.14,7.18,17.54
Tomas Satoransky,10857,2016,WAS,57,12.61,0.418,0.243,0.697,0.44,1,1.44,1.6,0.46,0.11,0.67,2.7,7.28
Sam Dekker,17846,2018,WAS,47,16.77,0.469,0.306,0.609,1.13,2.02,3.15,0.98,0.81,0.15,0.51,6.11,12.76
Sam Dekker,17846,2017,LAC,73,12.08,0.494,0.167,0.661,0.6,1.78,2.38,0.52,0.33,0.12,0.45,4.15,8.24
Sam Dekker,17846,2016,HOU,77,18.43,0.473,0.321,0.559,1.22,2.45,3.68,0.99,0.49,0.29,0.53,6.55,13.46
Sam Dekker,17846,2015,HOU,3,2,0,0,0,0,0.33,0.33,0,0.33,0,0,0,1.07
Troy Brown Jr.,26981,2020,WAS,13,15.77,0.355,0.306,0.583,0.62,2.85,3.46,1,0.15,0.15,0.92,4.77,10.12
Troy Brown Jr.,26981,2019,WAS,69,25.81,0.439,0.341,0.784,1.1,4.45,5.55,2.58,1.23,0.1,1.14,10.38,22.43
Troy Brown Jr.,26981,2018,WAS,52,14.02,0.415,0.319,0.681,0.67,2.12,2.79,1.54,0.4,0.1,0.58,4.77,10.85
Bobby Portis,17850,2020,MIL,31,21.58,0.544,0.5,0.655,2,5.32,7.32,1.1,0.81,0.35,0.77,11.16,23.14
Bobby Portis,17850,2019,NY,66,21.11,0.45,0.358,0.763,1.21,3.91,5.12,1.48,0.48,0.27,1.11,10.12,18.9
Bobby Portis,17850,2018,WAS,50,25.96,0.444,0.393,0.794,2.18,5.88,8.06,1.44,0.7,0.4,1.48,14.2,26.75
Bobby Portis,17850,2017,CHI,73,22.49,0.471,0.359,0.769,2.18,4.64,6.82,1.68,0.67,0.32,1.41,13.21,24.48
Bobby Portis,17850,2016,CHI,64,15.61,0.488,0.333,0.661,1.17,3.41,4.58,0.55,0.25,0.17,0.58,6.83,13.41
Bobby Portis,17850,2015,CHI,62,17.77,0.428,0.308,0.727,1.98,3.45,5.44,0.84,0.4,0.35,0.89,7.03,15.44
Jeff Green,2720,2020,BKN,32,26.47,0.5,0.422,0.822,0.47,3.16,3.63,1.38,0.72,0.25,0.81,9.44,16.98
Jeff Green,2720,2019,HOU,48,20,0.462,0.339,0.802,0.5,2.27,2.77,1.04,0.56,0.4,0.88,9.44,15.37
Jeff Green,2720,2018,WAS,77,27.22,0.475,0.347,0.888,0.74,3.27,4.01,1.78,0.56,0.51,1.31,12.29,20.59
Jeff Green,2720,2017,CLE,78,23.42,0.477,0.312,0.868,0.77,2.4,3.17,1.27,0.53,0.44,0.95,10.85,17.52
Jeff Green,2720,2016,ORL,69,22.22,0.394,0.275,0.863,0.55,2.51,3.06,1.16,0.55,0.22,1.09,9.25,15.1
Jeff Green,2720,2015,MEM,80,28.16,0.43,0.315,0.745,0.93,3.23,4.15,1.73,0.73,0.5,1.16,11.74,20.59
Jeff Green,2720,2014,MEM,78,31.46,0.43,0.332,0.833,0.82,3.38,4.21,1.72,0.68,0.44,1.38,14.97,23.44
Jeff Green,2720,2013,BOS,81,34.09,0.41,0.344,0.794,0.67,4.01,4.68,1.67,0.68,0.57,2,16.7,25.31
Jeff Green,2720,2012,BOS,81,27.79,0.467,0.385,0.808,0.68,3.25,3.93,1.58,0.69,0.84,1.63,12.79,21.3
Jeff Green,2720,2010,OKC,47,36.49,0.435,0.299,0.814,1.19,4.47,5.66,1.81,0.81,0.4,1.51,15.04,25.46
Jeff Green,2720,2009,OKC,12,34.08,0.436,0.318,0.821,1.42,4.75,6.17,1.25,1.08,1,1.83,15.17,26.78
Jeff Green,2720,2008,OKC,76,36.72,0.442,0.388,0.79,1.53,5.16,6.68,2,1.03,0.42,2.21,16.42,28.13
Thomas Bryant,23643,2020,WAS,10,270,0.648,0.429,0.667,1.8,4.3,6.1,1.5,0.4,0.8,1.1,14.3,25.17
Thomas Bryant,23643,2019,WAS,46,1146,0.581,0.407,0.741,2.13,5.07,7.2,1.8,0.54,1.07,1.15,13.24,26.65
Thomas Bryant,23643,2018,WAS,72,1496,0.616,0.333,0.781,1.57,4.74,6.31,1.28,0.35,0.93,0.83,10.53,21.73
Thomas Bryant,23643,2017,LAL,15,72,0.381,0.1,0.556,0.2,0.93,1.13,0.4,0.07,0.13,0.13,1.47,3.69
Chasson Randle,20940,2020,ORL,3,18,0.333,0,1,0.33,2,2.33,2.33,0,0.33,1,3,8.97
Chasson Randle,20940,2019,GS,3,13.33,0,0,0.833,0,0.67,0.67,1.67,0.67,0,0,1.67,6.3
Chasson Randle,20940,2018,WAS,49,15.14,0.419,0.4,0.694,0.2,0.94,1.14,1.98,0.51,0.06,0.88,5.53,10.14
Chasson Randle,20940,2016,NY,26,11.5,0.408,0.34,0.953,0.27,1.08,1.35,1.31,0.35,0.08,0.73,5.27,8.96
Jordan McRae,15410,2019,DET,37,21.19,0.407,0.357,0.761,0.49,2.86,3.35,2.51,0.57,0.43,1.16,11.51,20.14
Jordan McRae,15410,2018,WAS,27,12.3,0.469,0.286,0.8,0.22,1.26,1.48,1.11,0.48,0.26,0.56,5.93,10.3
Jordan McRae,15410,2016,CLE,37,10.35,0.387,0.353,0.794,0.16,0.95,1.11,0.51,0.22,0.16,0.38,4.35,6.83
Jordan McRae,15410,2015,PHO,22,8.86,0.436,0.455,0.75,0.18,0.73,0.91,1.14,0.14,0.05,0.68,4.5,6.98
De'Andre Hunter,31561,2020,ATL,18,32.11,0.514,0.366,0.877,0.89,4.5,5.39,2.22,0.94,0.5,1.39,17.22,28.52
De'Andre Hunter,31561,2019,ATL,63,32.02,0.41,0.355,0.764,0.7,3.84,4.54,1.76,0.7,0.29,1.63,12.35,20.77
Cam Reddish,31567,2020,ATL,26,28.85,0.365,0.262,0.817,0.85,3.15,4,1.35,1.27,0.35,1.31,11.23,19.97
Cam Reddish,31567,2019,ATL,58,26.72,0.384,0.332,0.802,0.6,3.12,3.72,1.5,1.07,0.48,1.66,10.52,18.68
Bruno Fernando,31593,2020,ATL,16,8.88,0.435,0,0.6,0.75,2.75,3.5,0.56,0.13,0.13,0.75,1.81,6.61
Bruno Fernando,31593,2019,ATL,56,12.71,0.518,0.135,0.569,1.2,2.34,3.54,0.88,0.32,0.3,0.75,4.29,10.34
Brandon Goodwin,28020,2020,ATL,23,12.39,0.32,0.269,0.708,0.13,1.04,1.17,1.87,0.43,0,0.52,4.22,8.78
Brandon Goodwin,28020,2019,ATL,34,12.65,0.4,0.299,0.933,0.32,1.79,2.12,1.5,0.35,0.12,0.85,6.06,10.94
Brandon Goodwin,28020,2018,DEN,16,3.56,0.261,0.333,0.818,0.06,0.13,0.19,0.88,0,0,0.19,1.44,2.79
Romeo Langford,31571,2020,BOS,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Romeo Langford,31571,2019,BOS,32,11.53,0.35,0.185,0.72,0.47,0.81,1.28,0.41,0.25,0.25,0.34,2.47,5.27
Vincent Poirier,31917,2020,PHI,4,17,0.333,0,0.5,0.5,0.5,1,0.25,0,0.5,0.25,1,3.33
Vincent Poirier,31917,2019,BOS,21,130,0.472,0.5,0.857,0.62,1.43,2.05,0.38,0.1,0.43,0.38,1.95,5.65
Grant Williams,31579,2020,BOS,24,19.25,0.451,0.415,0.517,1,2.04,3.04,0.96,0.46,0.42,0.96,5.38,11.25
Grant Williams,31579,2019,BOS,69,15.12,0.412,0.25,0.722,0.86,1.72,2.58,0.99,0.43,0.52,0.72,3.43,9.2
Carsen Edwards,31592,2020,BOS,13,10.31,0.436,0.333,0.778,0.15,0.85,1,0.38,0.31,0.08,0.15,5,7.39
Carsen Edwards,31592,2019,BOS,37,9.46,0.328,0.316,0.684,0.16,1.11,1.27,0.65,0.32,0.11,0.41,3.27,6.23
Javonte Green,32409,2020,BOS,19,14.74,0.5,0.333,0.69,0.95,1.47,2.42,0.42,0.89,0.11,0.63,4.68,9.59
Javonte Green,32409,2019,BOS,48,9.73,0.5,0.273,0.667,0.5,1.44,1.94,0.54,0.5,0.17,0.48,3.4,7.39
Nicolas Claxton,31590,2020,BKN,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Nicolas Claxton,31590,2019,BKN,15,12.4,0.562,0.143,0.524,1.27,1.67,2.93,1.07,0.07,0.53,0.6,4.4,10.12
Donta Hall,32450,2019,BKN,9,14.78,0.682,0,0.5,1.56,2.67,4.22,0.44,0.33,0.67,0.56,4.33,11.51
PJ Washington,31569,2020,CHA,25,28.88,0.431,0.345,0.738,1.6,4.88,6.48,3,0.88,1.28,2.04,11.32,25.88
PJ Washington,31569,2019,CHA,58,30.33,0.455,0.374,0.647,1,4.45,5.45,2.12,0.88,0.76,1.6,12.24,23.63
Cody Martin,31595,2020,CHA,17,9.35,0.526,0.231,0.8,0.59,1.41,2,0.94,0.41,0,0.53,3,7.11
Cody Martin,31595,2019,CHA,48,18.79,0.43,0.234,0.646,0.79,2.5,3.29,1.98,0.81,0.19,0.92,4.96,12.96
Caleb Martin,32682,2020,CHA,23,15.74,0.42,0.3,0.56,0.83,1.96,2.78,1.26,0.87,0.3,0.7,5.61,12.49
Caleb Martin,32682,2019,CHA,18,17.56,0.44,0.541,0.81,0.56,1.56,2.11,1.28,0.67,0.39,0.83,6.17,11.89
Jalen McDaniels,31611,2020,CHA,11,11.55,0.475,0.308,0.667,0.45,2.09,2.55,0.55,0.18,0,1.09,4.55,7.69
Jalen McDaniels,31611,2019,CHA,16,18.31,0.471,0.375,0.824,0.94,3.13,4.06,0.81,0.5,0.19,0.69,5.56,12.34
Joe Chealey,27776,2019,CHA,4,8.25,0,0,1,0,0,0,0.25,1,0,0.5,0.5,2.38
Joe Chealey,27776,2018,CHA,1,7,0.333,0,0,0,0,0,1,0,0,0,2,3.5
Kobi Simmons,23674,2019,CHA,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kobi Simmons,23674,2018,CLE,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kobi Simmons,23674,2017,MEM,32,20.09,0.423,0.282,1,0.44,1.13,1.56,2.13,0.56,0.16,1.38,6.13,11.25
Coby White,31564,2020,CHI,29,33.31,0.403,0.357,0.871,0.41,4.31,4.72,5.28,0.38,0.14,2.28,15.31,27.65
Coby White,31564,2019,CHI,65,25.75,0.394,0.354,0.791,0.43,3.11,3.54,2.69,0.75,0.09,1.68,13.22,21.52
Daniel Gafford,31597,2020,CHI,24,13.92,0.662,0,0.676,1.38,1.83,3.21,0.67,0.46,1.29,0.79,5.13,12.68
Daniel Gafford,31597,2019,CHI,43,14.16,0.701,0,0.533,1.21,1.26,2.47,0.49,0.3,1.3,0.67,5.12,11.34
Darius Garland,31562,2020,CLE,23,32.7,0.451,0.398,0.892,0.48,1.74,2.22,5.43,1.13,0.13,2.48,16,26.86
Darius Garland,31562,2019,CLE,59,30.92,0.401,0.355,0.875,0.46,1.42,1.88,3.88,0.71,0.07,2.56,12.34,19.42
Dylan Windler,31585,2020,CLE,17,17.94,0.423,0.304,0.895,0.76,2.88,3.65,1.24,0.53,0.53,0.88,5.71,13.17
Dylan Windler,31585,2019,CLE,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kevin Porter Jr.,31589,2020,HOU,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Kevin Porter Jr.,31589,2019,CLE,50,23.22,0.442,0.335,0.723,0.44,2.8,3.24,2.18,0.92,0.28,1.86,9.96,17.66
Dean Wade,31963,2020,CLE,23,8.35,0.347,0.333,0.8,0.35,0.91,1.26,0.43,0.22,0.09,0.43,2.13,4.47
Dean Wade,31963,2019,CLE,12,5.92,0.692,0.5,0,0.25,1.33,1.58,0.17,0.17,0.33,0.25,1.67,4.57
Vlatko Cancar,23650,2020,DEN,15,3.13,0.214,0.125,0.5,0.2,0.6,0.8,0.07,0.27,0.13,0.33,0.53,2.06
Vlatko Cancar,23650,2019,DEN,14,3.21,0.4,0.167,1,0.36,0.36,0.71,0.21,0.07,0.07,0.21,1.21,2.46
P.J. Dozier,23668,2020,DEN,17,19.41,0.468,0.405,0.72,0.94,3.18,4.12,1.35,0.53,0.59,0.76,7.12,15.56
P.J. Dozier,23668,2019,DEN,29,14.17,0.414,0.347,0.724,0.34,1.55,1.9,2.17,0.48,0.21,0.93,5.79,11.78
P.J. Dozier,23668,2018,BOS,6,8.33,0.381,0.25,0.5,1,1.83,2.83,0.83,0.33,0,0,3.17,8.48
P.J. Dozier,23668,2017,OKC,2,1.5,0.5,0,0,0,0.5,0.5,0,0,0,0.5,1,1.1
Bol Bol,31603,2020,DEN,13,76,0.5,0.429,0.5,0,0.69,0.69,0.23,0.15,0.31,0.46,1.69,3.33
Bol Bol,31603,2019,DEN,6,86,0.5,0.444,0.8,0.83,2.33,3.17,1,0.33,1,1.67,6.67,12.97
Sekou Doumbouya,31572,2020,DET,26,12.96,0.351,0.273,0.739,0.58,1.92,2.5,0.54,0.42,0.08,0.62,4.12,8.31
Sekou Doumbouya,31572,2019,DET,38,19.82,0.39,0.286,0.674,0.53,2.58,3.11,0.5,0.53,0.21,0.92,6.39,11.42
Justin Patton,23611,2019,DAL,5,24,0.4,0.25,0,0.2,0.8,1,0.4,0,0,0.4,1.8,3.2
Justin Patton,23611,2018,PHI,5,21,0.286,0,0.5,0.4,0.8,1.2,0.6,0.4,0,0,1,4.14
Justin Patton,23611,2017,MIN,1,3,0.5,0,0,0,0,0,0,1,0,0,2,4
Jordan Poole,31587,2020,GS,15,9.53,0.426,0.333,0.947,0.13,1.07,1.2,0.87,0.2,0.13,0.53,5.53,8.41
Jordan Poole,31587,2019,GS,58,21.97,0.333,0.279,0.798,0.16,1.88,2.03,2.31,0.6,0.17,1.28,8.67,14.86
Eric Paschall,31600,2020,GS,28,17.89,0.505,0.333,0.732,0.86,2.57,3.43,1.36,0.18,0.11,0.82,10.07,15.97
Eric Paschall,31600,2019,GS,60,27.55,0.497,0.287,0.774,1.37,3.22,4.58,2.12,0.53,0.22,1.57,13.95,22.56
Alen Smailagic,31598,2020,GS,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Alen Smailagic,31598,2019,GS,14,9.86,0.5,0.231,0.842,0.71,1.21,1.93,0.93,0.21,0.29,0.79,4.21,8.14
Damion Lee,21063,2020,GS,31,19.45,0.454,0.387,0.913,0.42,3,3.42,1.48,0.65,0.1,0.42,6.61,14.01
Damion Lee,21063,2019,GS,49,29.02,0.417,0.356,0.873,0.65,4.22,4.88,2.71,1.02,0.12,1.37,12.67,23.52
Damion Lee,21063,2018,GS,32,11.72,0.441,0.397,0.864,0.25,1.75,2,0.41,0.41,0,0.34,4.94,8.42
Damion Lee,21063,2017,ATL,15,26.93,0.408,0.25,0.759,0.73,4,4.73,1.93,1.27,0.07,0.93,10.73,21.05
Ky Bowman,32457,2019,GS,45,22.56,0.417,0.308,0.829,0.53,2.16,2.69,2.91,0.98,0.22,1.56,7.44,15.88
Juan Toscano-Anderson,32831,2020,GS,18,21.56,0.554,0.433,0.714,0.72,3.89,4.61,2.39,0.5,0.61,1,6.39,16.73
Juan Toscano-Anderson,32831,2019,GS,13,20.92,0.46,0.348,0.6,0.69,3.31,4,2,1,0.38,1.23,5.31,14.65
Mychal Mulder,32841,2020,GS,30,11.1,0.463,0.427,0.615,0.03,0.97,1,0.47,0.2,0.2,0.27,4.37,6.8
Mychal Mulder,32841,2019,GS,7,29,0.388,0.308,0.75,0.43,2.86,3.29,1.14,0.29,0.14,0.71,11,16.8
