name,player_id,season,team.x,games,mpg,fg.,X3pt.,ft.,orb,drb,trb,ast,stl,blk,tov,pt,prod_pts
Jared Dudley,2228,2018,BKN,59,20.66,0.423,0.351,0.696,0.58,2.05,2.63,1.41,0.61,0.27,0.73,4.86,11.16
Jared Dudley,2228,2017,PHO,48,14.29,0.393,0.362,0.771,0.17,1.77,1.94,1.63,0.52,0.21,0.58,3.17,8.8
Jared Dudley,2228,2016,PHO,64,21.28,0.454,0.379,0.662,0.47,3.02,3.48,1.89,0.66,0.25,1.13,6.78,14.49
Jared Dudley,2228,2015,WAS,81,25.89,0.478,0.418,0.735,0.67,2.86,3.53,2.1,0.93,0.22,0.99,7.88,16.57
Jared Dudley,2228,2014,MIL,72,23.83,0.468,0.385,0.716,0.63,2.43,3.06,1.81,1,0.15,0.86,7.19,15.01
Jared Dudley,2228,2013,LAL,73,23.27,0.439,0.364,0.655,0.49,1.7,2.19,1.4,0.56,0.14,0.77,6.88,12.23
Jared Dudley,2228,2012,PHO,77,27.36,0.468,0.386,0.795,1.03,2.1,3.13,2.56,0.94,0.1,1.27,10.78,19.18
Jared Dudley,2228,2011,PHO,65,30.48,0.49,0.382,0.705,1.42,3.23,4.65,1.6,0.72,0.29,1.11,12.51,21.41
Jared Dudley,2228,2010,PHO,55,24.64,0.469,0.393,0.75,1.07,2.33,3.4,1.15,0.85,0.16,0.95,9.64,16.53
Jared Dudley,2228,2009,PHO,14,22.93,0.484,0.49,0.677,1.71,2.29,4,1.36,1.14,0.29,1,9.5,18.19
Jared Dudley,2228,2008,PHO,67,17.13,0.477,0.392,0.676,1.22,1.81,3.03,0.84,0.85,0.12,0.64,5.52,11.71
Joe Harris,15385,2020,BKN,32,31.06,0.528,0.502,0.704,0.56,2.94,3.5,1.84,0.56,0.22,0.84,15,22.68
Joe Harris,15385,2019,BKN,69,30.75,0.486,0.424,0.719,0.93,3.39,4.32,2.09,0.59,0.25,1.51,14.46,22.95
Joe Harris,15385,2018,BKN,76,30.17,0.5,0.474,0.827,0.68,3.14,3.83,2.38,0.5,0.22,1.59,13.7,21.72
Joe Harris,15385,2017,BKN,78,25.31,0.491,0.419,0.827,0.65,2.68,3.33,1.64,0.45,0.26,1.17,10.85,17.55
Joe Harris,15385,2016,BKN,52,21.88,0.425,0.385,0.714,0.31,2.52,2.83,1.04,0.58,0.15,1.06,8.23,13.58
Joe Harris,15385,2015,CLE,5,3,0.25,0.25,0,0,0.6,0.6,0.4,0,0,0.2,0.6,1.72
Joe Harris,15385,2014,CLE,51,9.67,0.4,0.369,0.6,0.14,0.67,0.8,0.51,0.14,0.04,0.53,2.67,4.22
D'Angelo Russell,17830,2020,MIN,20,29.15,0.426,0.399,0.75,0.45,2.15,2.6,5.05,1.1,0.5,2.7,19.25,30.45
D'Angelo Russell,17830,2019,MIN,45,32.27,0.426,0.367,0.809,0.38,3.56,3.93,6.33,1.07,0.29,3.27,23.09,36.75
D'Angelo Russell,17830,2018,BKN,81,30.22,0.434,0.369,0.78,0.65,3.23,3.89,6.95,1.23,0.25,3.12,21.14,36.07
D'Angelo Russell,17830,2017,BKN,48,25.69,0.414,0.324,0.74,0.63,3.31,3.94,5.19,0.75,0.35,3.06,15.48,27.13
D'Angelo Russell,17830,2016,LAL,63,28.73,0.405,0.351,0.782,0.51,3.03,3.54,4.79,1.4,0.25,2.79,15.62,27.57
D'Angelo Russell,17830,2015,LAL,80,28.24,0.41,0.354,0.737,0.58,2.83,3.4,3.33,1.16,0.16,2.45,13.18,22.44
Ed Davis,6895,2020,MIN,19,264,0.419,0,0.875,2,3.11,5.11,1,0.53,0.53,0.32,2.26,11.68
Ed Davis,6895,2019,UTA,29,303,0.478,0,0.5,1.21,2.41,3.62,0.41,0.38,0.31,0.45,1.76,7.66
Ed Davis,6895,2018,BKN,81,1446,0.616,0,0.617,2.67,5.9,8.57,0.75,0.43,0.41,0.79,5.83,18.13
Ed Davis,6895,2017,POR,78,1470,0.582,0,0.667,2.35,5.03,7.37,0.51,0.41,0.67,0.85,5.31,16.23
Ed Davis,6895,2016,POR,46,789,0.528,0,0.617,2.09,3.2,5.28,0.57,0.33,0.48,0.8,4.35,12.34
Ed Davis,6895,2015,POR,81,1684,0.611,0,0.559,2.77,4.63,7.4,1.09,0.7,0.89,0.79,6.49,19.39
Ed Davis,6895,2014,LAL,79,1840,0.601,0,0.487,2.91,4.68,7.59,1.19,0.62,1.24,0.73,8.3,22.19
Ed Davis,6895,2013,MEM,63,956,0.534,0,0.528,1.46,2.67,4.13,0.43,0.27,0.68,0.63,5.67,12.53
Ed Davis,6895,2012,MEM,80,1588,0.54,0,0.616,1.88,3.75,5.63,0.71,0.46,1.04,0.75,7.56,17.63
Ed Davis,6895,2011,TOR,68,1577,0.52,0,0.655,2.04,4.66,6.71,0.9,0.59,0.93,1.01,6.38,17.79
Ed Davis,6895,2010,TOR,40,876,0.589,0,0.552,2.2,4,6.2,0.45,0.43,1.15,0.53,6.4,17.14
Rondae Hollis-Jefferson,17851,2019,TOR,60,18.68,0.471,0.13,0.734,1.83,2.88,4.72,1.77,0.77,0.38,0.98,6.97,16.59
Rondae Hollis-Jefferson,17851,2018,BKN,59,20.92,0.411,0.184,0.645,1.41,3.85,5.25,1.63,0.75,0.46,1.15,8.93,18.93
Rondae Hollis-Jefferson,17851,2017,BKN,68,28.24,0.472,0.241,0.788,1.49,5.26,6.75,2.46,0.96,0.71,1.78,13.91,27.24
Rondae Hollis-Jefferson,17851,2016,BKN,78,22.58,0.434,0.224,0.751,1.23,4.58,5.81,1.97,1.05,0.56,1.47,8.65,20.34
Rondae Hollis-Jefferson,17851,2015,BKN,29,21.21,0.457,0.286,0.712,1.34,3.97,5.31,1.48,1.34,0.55,0.9,5.76,17.25
Jarrett Allen,23617,2020,CLE,30,809,0.671,0.25,0.735,3.17,6.13,9.3,1.7,0.47,1.67,1.57,13.03,29.44
Jarrett Allen,23617,2019,BKN,70,1851,0.649,0,0.633,3.09,6.5,9.59,1.57,0.57,1.31,1.1,11.07,27.6
Jarrett Allen,23617,2018,BKN,80,2096,0.59,0.133,0.709,2.39,6.01,8.4,1.38,0.54,1.5,1.29,10.91,25.84
Jarrett Allen,23617,2017,BKN,72,1441,0.589,0.333,0.776,2,3.39,5.39,0.68,0.39,1.22,1.14,8.15,17.72
Shabazz Napier,15376,2019,WAS,56,24,0.412,0.317,0.824,0.46,2.36,2.82,4.68,1.23,0.2,2.29,10.32,21.3
Shabazz Napier,15376,2018,BKN,56,17.54,0.389,0.333,0.833,0.32,1.46,1.79,2.55,0.73,0.29,1.18,9.45,16.28
Shabazz Napier,15376,2017,POR,74,20.74,0.42,0.376,0.841,0.35,1.95,2.3,2.03,1.09,0.19,1.22,8.7,15.85
Shabazz Napier,15376,2016,POR,53,9.66,0.399,0.37,0.776,0.15,0.98,1.13,1.26,0.6,0.04,0.77,4.11,7.88
Shabazz Napier,15376,2015,ORL,55,10.89,0.338,0.327,0.733,0.16,0.84,1,1.76,0.42,0.02,0.84,3.69,7.57
Shabazz Napier,15376,2014,MIA,51,19.82,0.382,0.364,0.786,0.33,1.88,2.22,2.55,0.78,0.08,1.59,5.12,11.74
Caris LeVert,20225,2020,IND,12,27.75,0.435,0.349,0.765,0.83,3.5,4.33,6,1.08,0.5,2.17,18.5,33.7
Caris LeVert,20225,2019,BKN,45,29.53,0.425,0.364,0.711,1.09,3.09,4.18,4.42,1.18,0.22,2.62,18.71,30.54
Caris LeVert,20225,2018,BKN,40,26.55,0.429,0.312,0.691,0.88,2.9,3.78,3.9,1.05,0.35,1.73,13.68,25.13
Caris LeVert,20225,2017,BKN,71,26.25,0.435,0.347,0.711,0.75,2.92,3.66,4.21,1.15,0.31,2.15,12.08,23.57
Caris LeVert,20225,2016,BKN,57,21.68,0.45,0.322,0.72,0.42,2.86,3.28,1.93,0.88,0.12,1.04,8.21,16.01
Spencer Dinwiddie,15390,2020,BKN,3,21.33,0.375,0.286,1,0,4.33,4.33,3,0.67,0.33,1.67,6.67,16.7
Spencer Dinwiddie,15390,2019,BKN,64,31.16,0.415,0.308,0.778,0.5,2.95,3.45,6.75,0.63,0.33,2.72,20.59,34.05
Spencer Dinwiddie,15390,2018,BKN,68,28.15,0.442,0.335,0.806,0.38,2.06,2.44,4.57,0.59,0.25,2.24,16.81,26.04
Spencer Dinwiddie,15390,2017,BKN,80,28.81,0.387,0.326,0.813,0.5,2.73,3.23,6.55,0.85,0.3,1.61,12.59,26.97
Spencer Dinwiddie,15390,2016,BKN,59,22.59,0.444,0.376,0.792,0.44,2.32,2.76,3.14,0.75,0.39,1.12,7.32,16.49
Spencer Dinwiddie,15390,2015,DET,12,13.25,0.358,0.1,0.576,0.33,1.08,1.42,1.83,0.25,0,0.58,4.83,9.2
Spencer Dinwiddie,15390,2014,DET,34,13.38,0.302,0.185,0.912,0.12,1.29,1.41,3.06,0.56,0.18,0.97,4.26,11.05
Dzanan Musa,26995,2019,BKN,40,12.18,0.372,0.244,0.75,0.53,1.63,2.15,1.08,0.38,0.03,0.9,4.8,8.89
Dzanan Musa,26995,2018,BKN,9,4.33,0.409,0.1,0,0.11,0.44,0.56,0.22,0.22,0,0.44,2.11,3.11
Rodions Kurucs,27006,2020,HOU,14,5.14,0.3,0.214,0.5,0.14,0.71,0.86,0.29,0.36,0.14,0.5,1.14,3.1
Rodions Kurucs,27006,2019,BKN,47,14.53,0.446,0.367,0.632,0.53,2.38,2.91,1.09,0.53,0.11,0.98,4.57,10
Rodions Kurucs,27006,2018,BKN,63,20.52,0.45,0.315,0.783,0.89,3.02,3.9,0.83,0.65,0.4,1.22,8.48,15.27
Treveon Graham,18124,2019,ATL,55,16.89,0.36,0.275,0.643,0.93,1.8,2.73,0.82,0.44,0.11,0.53,4.42,9.48
Treveon Graham,18124,2018,BKN,35,20.43,0.335,0.297,0.818,0.66,2.4,3.06,0.97,0.37,0.2,0.49,5.26,11.04
Treveon Graham,18124,2017,CHA,63,16.65,0.434,0.412,0.695,0.67,1.25,1.92,0.94,0.52,0.03,0.43,4.33,8.73
Treveon Graham,18124,2016,CHA,27,6.96,0.475,0.6,0.667,0.19,0.63,0.81,0.22,0.22,0.04,0.11,2.11,3.83
Theo Pinson,27827,2020,NY,10,2.1,0.143,0,0,0,0.1,0.1,0,0,0,0,0.2,0.32
Theo Pinson,27827,2019,BKN,33,11.06,0.29,0.188,0.938,0.3,1.33,1.64,1.7,0.52,0.12,1,3.64,8.42
Theo Pinson,27827,2018,BKN,18,11.72,0.342,0.261,0.864,0.22,1.78,2,1.17,0.33,0,1,4.5,8.32
Nicolas Batum,6149,2020,LAC,29,29.9,0.476,0.446,0.812,1,3.86,4.86,2.24,1.31,0.41,0.69,9.17,21.13
Nicolas Batum,6149,2019,CHA,22,22.91,0.346,0.286,0.9,1.14,3.41,4.55,3,0.77,0.36,1,3.59,14.82
Nicolas Batum,6149,2018,CHA,75,31.37,0.45,0.389,0.865,0.95,4.25,5.2,3.31,0.95,0.57,1.56,9.32,22
Nicolas Batum,6149,2017,CHA,64,30.94,0.415,0.336,0.831,0.89,3.89,4.78,5.45,1.02,0.36,2.05,11.56,26.18
Nicolas Batum,6149,2016,CHA,77,33.99,0.403,0.333,0.856,0.62,5.65,6.27,5.91,1.14,0.39,2.51,15.12,32.07
Nicolas Batum,6149,2015,CHA,70,34.96,0.427,0.348,0.849,0.79,5.33,6.11,5.76,0.93,0.61,2.93,14.94,31.07
Nicolas Batum,6149,2014,POR,71,33.52,0.4,0.324,0.857,0.87,4.99,5.86,4.8,1.1,0.56,1.86,9.35,25.05
Nicolas Batum,6149,2013,POR,81,36.06,0.464,0.36,0.803,1.38,5.99,7.37,5.12,0.93,0.7,2.56,13.06,30.3
Nicolas Batum,6149,2012,POR,69,38.49,0.428,0.368,0.845,1.32,4.33,5.65,4.84,1.26,1.09,2.7,14.36,30.41
Nicolas Batum,6149,2011,POR,61,30.13,0.454,0.391,0.839,1.38,3.21,4.59,1.46,0.95,1.03,1.51,13.82,23.98
Nicolas Batum,6149,2010,POR,53,31.62,0.442,0.333,0.8,1.55,3.09,4.64,1.55,0.83,0.55,1.06,11.85,21.44
Nicolas Batum,6149,2008,POR,79,18.39,0.446,0.369,0.808,1.06,1.72,2.78,0.94,0.63,0.51,0.63,5.39,11.78
Bismack Biyombo,8057,2020,CHA,27,605,0.575,0,0.447,2.15,3.59,5.74,1.41,0.26,1.19,0.93,5.89,16.85
Bismack Biyombo,8057,2019,CHA,53,1029,0.543,0,0.603,2.26,3.55,5.81,0.94,0.19,0.92,0.91,7.42,17.12
Bismack Biyombo,8057,2018,CHA,54,782,0.571,0,0.637,1.5,3.07,4.57,0.61,0.2,0.76,0.63,4.37,12.07
Bismack Biyombo,8057,2017,ORL,82,1494,0.52,0,0.65,1.76,3.96,5.72,0.8,0.26,1.16,1.02,5.71,15.58
Bismack Biyombo,8057,2016,ORL,81,1793,0.525,0,0.534,1.96,5.05,7.01,0.91,0.31,1.11,1.17,5.96,17.41
Bismack Biyombo,8057,2015,TOR,82,1807,0.542,0,0.628,2.22,5.77,7.99,0.35,0.23,1.62,0.87,5.54,18.49
Bismack Biyombo,8057,2014,CHA,64,1243,0.543,0,0.583,2.48,3.88,6.36,0.25,0.28,1.55,0.81,4.75,15.6
Bismack Biyombo,8057,2013,CHA,76,1052,0.615,0,0.494,1.38,3.34,4.72,0.11,0.09,1.08,0.51,2.87,10.52
Bismack Biyombo,8057,2012,CHA,78,2113,0.451,0,0.525,2.42,4.82,7.24,0.45,0.35,1.72,1.01,4.82,17.3
Bismack Biyombo,8057,2011,CHA,64,1471,0.464,0,0.483,1.78,4,5.78,0.42,0.31,1.83,1.17,5.13,15.8
Marvin Williams,2208,2019,MIL,58,19.45,0.446,0.359,0.86,0.52,2.64,3.16,1.03,0.62,0.52,0.57,5.91,12.96
Marvin Williams,2208,2018,CHA,75,28.44,0.422,0.366,0.767,1.01,4.41,5.43,1.21,0.95,0.81,0.63,10.08,21.31
Marvin Williams,2208,2017,CHA,78,25.71,0.458,0.413,0.829,0.95,3.79,4.74,1.23,0.72,0.5,0.85,9.54,18.67
Marvin Williams,2208,2016,CHA,76,30.2,0.422,0.351,0.873,1.16,5.34,6.5,1.39,0.76,0.71,0.79,11.17,23.22
Marvin Williams,2208,2015,CHA,81,28.86,0.452,0.401,0.833,1.57,4.85,6.42,1.36,0.72,0.95,0.77,11.7,24.01
Marvin Williams,2208,2014,CHA,78,26.08,0.424,0.358,0.713,0.74,4.21,4.95,1.28,0.88,0.46,0.77,7.4,17.18
Marvin Williams,2208,2013,UTA,65,25.34,0.437,0.357,0.781,1.18,3.82,5,1.2,0.83,0.46,0.78,9.09,18.69
Marvin Williams,2208,2012,UTA,73,23.66,0.423,0.325,0.778,0.75,2.85,3.6,1.05,0.51,0.52,0.82,7.25,14.38
Marvin Williams,2208,2011,ATL,59,26.05,0.433,0.388,0.791,1.34,3.78,5.12,1.22,0.81,0.32,0.68,10.07,19.63
Marvin Williams,2208,2010,ATL,37,29.92,0.469,0.3,0.824,1,4.03,5.03,1.38,0.65,0.3,1.11,10.76,19.64
Marvin Williams,2208,2009,ATL,15,29.13,0.433,0.346,0.875,1.47,3.4,4.87,0.93,0.67,0.6,0.93,9.87,18.71
Marvin Williams,2208,2008,ATL,61,34.31,0.458,0.355,0.806,1.8,4.46,6.26,1.33,0.93,0.64,1.15,13.85,25.36
Cody Zeller,13317,2020,CHA,16,382,0.524,0.176,0.742,2.5,5.31,7.81,2.44,0.63,0.56,1.06,9.75,24.09
Cody Zeller,13317,2019,CHA,58,1340,0.524,0.24,0.682,2.76,4.33,7.09,1.52,0.69,0.43,1.29,11.07,22.8
Cody Zeller,13317,2018,CHA,49,1243,0.551,0.273,0.787,2.24,4.55,6.8,2.1,0.78,0.84,1.27,10.14,23.41
Cody Zeller,13317,2017,CHA,33,627,0.552,0.667,0.718,1.97,3.33,5.3,0.94,0.42,0.64,1,7.06,15.95
Cody Zeller,13317,2016,CHA,62,1725,0.571,0,0.679,2.18,4.35,6.53,1.6,0.94,0.98,1.05,10.31,23.33
Cody Zeller,13317,2015,CHA,73,1773,0.529,0.1,0.754,1.89,4.36,6.25,0.97,0.78,0.86,0.93,8.74,20.05
Cody Zeller,13317,2014,CHA,62,1486,0.461,1,0.774,1.56,4.27,5.84,1.61,0.55,0.79,1,7.61,18.72
Cody Zeller,13317,2013,CHA,81,1401,0.426,0,0.73,1.43,2.85,4.28,1.11,0.48,0.49,1.07,6.02,13.71
Michael Kidd-Gilchrist,10810,2019,DAL,25,11.2,0.333,0.25,0.786,0.56,2.12,2.68,0.56,0.08,0.24,0.64,2.4,6.46
Michael Kidd-Gilchrist,10810,2018,CHA,64,18.42,0.476,0.34,0.772,1.38,2.45,3.83,0.95,0.5,0.61,0.67,6.67,14.24
Michael Kidd-Gilchrist,10810,2017,CHA,74,25,0.504,0,0.684,1.14,2.93,4.07,0.96,0.69,0.42,0.72,9.2,17.02
Michael Kidd-Gilchrist,10810,2016,CHA,81,28.99,0.477,0.111,0.784,1.91,5.04,6.95,1.4,0.98,0.94,0.69,9.17,22.74
Michael Kidd-Gilchrist,10810,2015,CHA,7,29.14,0.541,0.429,0.69,1.71,4.71,6.43,1.29,0.43,0.43,1.14,12.71,22.93
Michael Kidd-Gilchrist,10810,2014,CHA,55,28.85,0.465,0,0.701,1.98,5.58,7.56,1.4,0.55,0.69,1.15,10.87,23.38
Michael Kidd-Gilchrist,10810,2013,CHA,62,24.23,0.473,0.111,0.614,1.76,3.47,5.23,0.84,0.69,0.63,0.97,7.23,16.43
Michael Kidd-Gilchrist,10810,2012,CHA,76,25.91,0.457,0.222,0.754,1.66,4.18,5.84,1.5,0.7,0.88,1.32,9.05,20.16
Kemba Walker,8059,2020,BOS,15,28.87,0.371,0.348,0.915,0.47,3.13,3.6,4.13,1.2,0.33,2.27,17,28.32
Kemba Walker,8059,2019,BOS,56,31.11,0.425,0.381,0.864,0.64,3.23,3.88,4.79,0.86,0.5,2.09,20.45,32.9
Kemba Walker,8059,2018,CHA,82,34.9,0.434,0.356,0.844,0.63,3.77,4.4,5.89,1.24,0.41,2.57,25.63,40.5
Kemba Walker,8059,2017,CHA,80,34.19,0.431,0.384,0.864,0.4,2.7,3.1,5.55,1.15,0.31,2.24,22.13,34.86
Kemba Walker,8059,2016,CHA,79,34.67,0.444,0.399,0.847,0.57,3.37,3.94,5.51,1.09,0.25,2.13,23.16,36.71
Kemba Walker,8059,2015,CHA,81,35.62,0.426,0.371,0.847,0.69,3.73,4.42,5.2,1.57,0.48,2.11,20.85,35.94
Kemba Walker,8059,2014,CHA,62,34.16,0.385,0.304,0.827,0.56,2.98,3.55,5.13,1.44,0.5,1.61,17.34,31.55
Kemba Walker,8059,2013,CHA,72,35.88,0.393,0.334,0.837,0.54,3.69,4.24,6.11,1.15,0.44,2.33,17.69,32.81
Kemba Walker,8059,2012,CHA,80,34.79,0.42,0.306,0.794,0.73,2.71,3.44,5.75,1.99,0.39,2.39,17.4,32.51
Kemba Walker,8059,2011,CHA,68,26.91,0.365,0.302,0.787,0.46,3.09,3.54,4.31,0.9,0.29,1.75,12.13,23.48
Jeremy Lamb,10820,2020,IND,16,25.06,0.508,0.5,0.923,0.88,3.44,4.31,1.63,0.88,0.5,0.88,12.44,21.93
Jeremy Lamb,10820,2019,IND,46,28.07,0.451,0.335,0.836,0.52,3.83,4.35,2.09,1.2,0.48,1.09,12.54,23.15
Jeremy Lamb,10820,2018,CHA,79,28.48,0.44,0.348,0.888,0.82,4.67,5.49,2.18,1.11,0.41,1.01,15.29,27.17
Jeremy Lamb,10820,2017,CHA,80,24.59,0.457,0.372,0.861,0.61,3.44,4.05,2.34,0.76,0.4,1.16,12.91,22.44
Jeremy Lamb,10820,2016,CHA,62,18.42,0.459,0.279,0.853,0.5,3.76,4.26,1.19,0.44,0.39,0.65,9.73,17.63
Jeremy Lamb,10820,2015,CHA,66,18.59,0.451,0.309,0.727,0.67,3.14,3.8,1.18,0.64,0.45,0.76,8.79,16.55
Jeremy Lamb,10820,2014,OKC,47,13.45,0.416,0.342,0.891,0.17,2.11,2.28,0.94,0.45,0.13,0.57,6.28,10.99
Jeremy Lamb,10820,2013,OKC,77,19.66,0.435,0.355,0.797,0.34,2.09,2.43,1.47,0.71,0.34,0.79,8.55,14.97
Jeremy Lamb,10820,2012,OKC,22,6.5,0.353,0.3,1,0.23,0.59,0.82,0.23,0.09,0.09,0.23,3.23,4.69
Tony Parker,2710,2018,CHA,56,17.89,0.46,0.255,0.734,0.25,1.23,1.48,3.7,0.38,0.13,1.34,9.46,16.45
Tony Parker,2710,2017,SA,55,19.45,0.459,0.27,0.705,0.13,1.6,1.73,3.55,0.51,0.02,1.24,7.65,14.86
Tony Parker,2710,2016,SA,63,25.19,0.466,0.333,0.726,0.16,1.62,1.78,4.52,0.52,0.03,1.41,10.13,18.74
Tony Parker,2710,2015,SA,72,27.5,0.493,0.422,0.76,0.24,2.22,2.46,5.26,0.75,0.15,1.82,11.9,22.73
Tony Parker,2710,2014,SA,68,28.71,0.486,0.427,0.783,0.22,1.68,1.9,4.93,0.65,0.03,2.15,14.35,23.23
Tony Parker,2710,2013,SA,68,29.35,0.499,0.373,0.811,0.25,2.03,2.28,5.71,0.53,0.13,2.22,16.68,27.07
Tony Parker,2710,2012,SA,66,32.92,0.522,0.353,0.845,0.27,2.73,3,7.56,0.82,0.09,2.58,20.32,34.5
Tony Parker,2710,2011,SA,59,31.76,0.48,0.242,0.794,0.37,2.46,2.83,7.75,0.95,0.08,2.54,17.98,32.52
Tony Parker,2710,2010,SA,55,32.55,0.515,0.318,0.773,0.42,2.78,3.2,6.71,1.24,0.04,2.55,17.04,30.94
Tony Parker,2710,2009,SA,9,28.56,0.472,0,0.796,0.11,2.67,2.78,5.22,0.78,0.22,2.67,17.67,28.17
Tony Parker,2710,2008,SA,72,34.1,0.506,0.292,0.782,0.38,2.72,3.1,6.89,0.93,0.06,2.58,21.96,35.4
Frank Kaminsky,17837,2020,PHO,22,350,0.462,0.44,0.56,0.86,3.32,4.18,1.91,0.18,0.45,0.5,7.09,15.75
Frank Kaminsky,17837,2019,PHO,39,777,0.45,0.331,0.678,0.9,3.62,4.51,1.92,0.36,0.26,0.95,9.69,18.27
Frank Kaminsky,17837,2018,CHA,47,754,0.463,0.36,0.738,0.83,2.64,3.47,1.34,0.26,0.26,0.87,8.62,14.94
Frank Kaminsky,17837,2017,CHA,79,1835,0.429,0.38,0.799,0.58,3.06,3.65,1.63,0.46,0.27,0.82,11.05,18.49
Frank Kaminsky,17837,2016,CHA,75,1954,0.399,0.328,0.756,0.76,3.76,4.52,2.16,0.67,0.48,1.01,11.65,21.6
Frank Kaminsky,17837,2015,CHA,81,1707,0.41,0.337,0.73,0.85,3.3,4.15,1.2,0.46,0.53,0.72,7.48,15.51
Malik Monk,23606,2020,CHA,16,21.06,0.435,0.466,0.85,0.31,2.25,2.56,1.81,0.31,0.13,1.25,10.31,15.73
Malik Monk,23606,2019,CHA,55,21.25,0.434,0.284,0.82,0.49,2.36,2.85,2.07,0.45,0.29,1.4,10.25,16.88
Malik Monk,23606,2018,CHA,73,17.23,0.387,0.33,0.882,0.22,1.66,1.88,1.6,0.51,0.26,1.18,8.95,13.96
Malik Monk,23606,2017,CHA,63,13.54,0.36,0.342,0.842,0.13,0.92,1.05,1.44,0.32,0.14,0.78,6.68,10.25
Miles Bridges,26978,2020,CHA,29,26.52,0.474,0.373,0.943,1.31,4.41,5.72,1.9,0.69,0.76,1.76,9.9,20.75
Miles Bridges,26978,2019,CHA,65,30.69,0.424,0.33,0.809,1.35,4.22,5.57,1.75,0.62,0.74,1.46,12.97,23.53
Miles Bridges,26978,2018,CHA,80,21.2,0.464,0.325,0.753,0.84,3.21,4.05,1.19,0.69,0.61,0.63,7.46,16.08
Willy Hernangomez,17863,2020,NO,15,268,0.512,0.2,0.593,2.87,4.47,7.33,1.2,0.47,0.4,0.47,6.87,18.73
Willy Hernangomez,17863,2019,CHA,31,375,0.532,0.227,0.627,1.39,2.94,4.32,0.94,0.32,0.23,0.97,6.13,12.85
Willy Hernangomez,17863,2018,CHA,59,813,0.519,0.385,0.694,1.98,3.29,5.27,1.02,0.27,0.34,0.98,7.14,15.22
Willy Hernangomez,17863,2017,CHA,48,494,0.555,0.417,0.656,1.25,2.54,3.79,0.69,0.38,0.33,0.71,5.13,11.41
Willy Hernangomez,17863,2016,NY,72,1324,0.531,0.267,0.728,2.32,4.61,6.93,1.35,0.57,0.5,1.39,8.15,19.24
Shelvin Mack,8086,2018,CHA,57,21.86,0.404,0.354,0.69,0.32,1.51,1.82,3.21,0.82,0.07,1.16,7.54,15.18
Shelvin Mack,8086,2017,ORL,69,19.77,0.43,0.345,0.711,0.33,2.06,2.39,3.94,0.78,0.13,1.29,6.86,16.17
Shelvin Mack,8086,2016,UTA,55,21.91,0.446,0.308,0.688,0.36,1.93,2.29,2.8,0.78,0.05,1.64,7.82,14.8
Shelvin Mack,8086,2015,ATL,52,20.5,0.439,0.315,0.738,0.25,2.21,2.46,3.6,0.65,0.06,1.83,8.62,16.56
Shelvin Mack,8086,2014,ATL,55,15.13,0.401,0.315,0.806,0.15,1.29,1.44,2.82,0.55,0.04,0.89,5.44,11.66
Shelvin Mack,8086,2013,ATL,72,20.35,0.415,0.341,0.861,0.28,1.89,2.17,3.69,0.68,0.03,1.22,7.39,15.73
Shelvin Mack,8086,2012,PHI,31,13.39,0.46,0.367,0.562,0.1,1.19,1.29,2.19,0.48,0,1.1,4.61,9.32
Shelvin Mack,8086,2011,WAS,66,12.44,0.396,0.245,0.71,0.21,1.3,1.52,2.08,0.48,0.03,0.77,3.67,8.86
Dwayne Bacon,23640,2020,ORL,31,24.29,0.421,0.372,0.807,0.39,2.65,3.03,0.97,0.74,0.1,0.68,10.26,16.35
Dwayne Bacon,23640,2019,CHA,39,17.62,0.348,0.284,0.66,0.38,2.18,2.56,1.33,0.59,0.05,0.95,5.74,11.15
Dwayne Bacon,23640,2018,CHA,44,17.32,0.475,0.437,0.739,0.18,1.84,2.02,1.07,0.27,0.11,0.41,7.18,11.58
Dwayne Bacon,23640,2017,CHA,53,13.43,0.373,0.256,0.8,0.08,2.26,2.34,0.72,0.3,0.04,0.42,3.3,7.45
Devonte' Graham,27000,2020,CHA,25,32.8,0.352,0.347,0.775,0.56,2.44,3,5.68,1,0,1.4,13.72,26.44
Devonte' Graham,27000,2019,CHA,63,35.1,0.382,0.373,0.82,0.67,2.7,3.37,7.48,0.98,0.24,2.87,18.17,33
Devonte' Graham,27000,2018,CHA,47,14.55,0.343,0.281,0.761,0.21,1.13,1.34,2.57,0.49,0.04,0.64,4.62,10.51
Otto Porter Jr.,13316,2020,CHI,16,23.19,0.444,0.4,0.833,1.25,5,6.25,2,0.56,0.19,0.94,11.63,22.69
Otto Porter Jr.,13316,2019,CHI,14,23.57,0.443,0.387,0.704,0.93,2.5,3.43,1.79,1.07,0.43,0.79,11.93,20.94
Otto Porter Jr.,13316,2018,CHI,56,30.05,0.465,0.406,0.812,0.96,4.64,5.61,2.14,1.46,0.55,1.16,13.93,26.75
Otto Porter Jr.,13316,2017,WAS,77,31.57,0.503,0.441,0.828,1.34,5.05,6.39,2.04,1.51,0.53,0.97,14.73,28.56
Otto Porter Jr.,13316,2016,WAS,80,32.56,0.516,0.433,0.832,1.46,4.96,6.43,1.5,1.45,0.51,0.54,13.44,26.79
Otto Porter Jr.,13316,2015,WAS,75,30.33,0.472,0.367,0.754,1.29,3.92,5.21,1.59,1.4,0.43,0.93,11.61,22.97
